,Unnamed: 0,name,description,winery,ages,tipes_grapes,Colors
122,122,Pago Candela 2010,Red wine Barrel. 15 months in oak barrels. Winery: Martínez Palacios. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.,Graci,Graci,Graciano,Red wine
123,123,Artadi La Morera de San Lázaro 2017,Red wine Barrel Organic. 12 months in French oak barrels. Winery: Artadi. La Rioja. (La Rioja) Variety: Tempranillo,Artadi,Artadi,Tempranillo,Red wine
124,124,Perelada Ex Ex 12 2013,Red wine Barrel Natural. 13 months in French oak barrels. Winery: Castillo de Perelada. D.O. Empordà. (Catalonia) Variety: Cabernet Franc,Castillo de Perelada,Castillo de Perelada,Cabernet Franc,Red wine
125,125,Sacristía AB Manzanilla Saca 2016,Fortified wine Manzanilla. 8 years in oak barrels. Winery: Antonio Barbadillos. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Antonio Barbadillos,Antonio Barbadillos,Palomino,Fortified wine
126,126,Luna Beberide Finca la Cuesta 2015,Red wine Crianza. 12 months in French oak barrels. Winery: Luna Beberide. D.O. Bierzo. (Castilla y León) Variety: Mencía,Luna Beberide,Luna Beberide,Mencía,Red wine
127,127,Artadi Terreras 2017,Red wine Barrel Organic. Winery: Artadi. La Rioja. (La Rioja) Variety: Tempranillo,Artadi,Artadi,Tempranillo,Red wine
128,128,Win.E Verdejo,White wine Young Alcohol-free. Winery: Emina Ribera. Ribera del Duero. (Castilla y León) Variety: Verdejo,Emina Ribera,Emina Ribera,Ti,White wine
129,129,Win.E Crianza,Red wine Barrel. 12 months in oak barrels. Winery: Emina Ribera. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Emina Ribera,Emina Ribera,Tempranillo,Red wine
130,130,Abadía de Gomariz 2012,"Red wine Barrel. Winery: Coto de Gomariz. D.O. Ribeiro. (Galicia) Variety: Mencía, Souson, Brancellao and Ferrol.",Coto de Gomariz,Coto de Gomariz,Ance,Red wine
131,131,Laurona Plini 2012,"Red wine Crianza. 16 months in French oak barrels. Winery: Laurona. D.O. Montsant. (Catalonia) Variety: Syrah, Cariñena and Garnacha Tinta.",Laurona,Laurona,Cariñena,Red wine
132,132,Solertia 2013,"Red wine Barrel. 12 months in French oak barrels. Winery: Finques de Manyetes. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta and Syrah.",Finques de Manyetes,Finques de Manyetes,Cabernet Sauvignon,Red wine
133,133,La Barajuela Raya 2015,Fortified wine Oloroso. Winery: Bodegas Luis Pérez. Jerez de la Frontera. (Andalusia) Variety: Palomino,Bodegas Luis Pérez,Bodegas Luis Pérez,Palomino,Fortified wine
134,134,Doix 2013,Red wine Reserva. 16 months in French oak barrels. Winery: Mas Doix. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.,Mas Doix,Mas Doix,Cariñena,Red wine
135,135,Alenza Gran Reserva 2006,Red wine Gran Reserva. 24 months in American oak barrels. Winery: Condado de Haza. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Condado de Haza,Condado de Haza,Tempranillo,Red wine
136,136,Monastrell Vino de Calichet 2013,Red wine Barrel. 24 months in oak barrels. Winery: Bodegas Cerdá. Alicante. (Valencia) Variety: Monastrell,Bodegas Cerdá,Bodegas Cerdá,Alicante,Red wine
137,137,Camino del Norte El Soradal 2015,"Red wine Barrel. 12 months in French oak barrels used. Winery: Camino del Norte Compañía de Vinos. Bierzo. (Castilla y León) Variety: Mencía, Alicante Bouschet and Merlot.",Camino del Norte Compañía de Vinos,Camino del Norte Compañía de Vinos,Alicante,Red wine
138,138,Ximénez-Spínola Old Harvest,Sweet wine Criaderas and Solera. Winery: Ximénez Spínola. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Pedro Ximénez,Ximénez Spínola,Ximénez Spínola,Pedro Ximénez,Sweet wine
139,139,Astrales Godello 2011,White wine. Winery: Los Astrales. D.O. Valdeorras. (Galicia) Variety: Godello,Los Astrales,Los Astrales,Godello,White wine
140,140,Lustau Almacenista Cayetano del Pino y Cia.,Fortified wine Palo cortado. 20 years in solera. Winery: Lustau. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Lustau,Lustau,Palomino,Fortified wine
141,141,Zárate Fontecón Rosé 2017,"Rosé wine Young. Winery: Zárate. Rías Baixas. (Galicia) Variety: Albariño, Espadeiro and Caíño Tinto.",Zárate,Zárate,Albariño,Rosé wine
142,142,Altos de Torona Albariño 2017,White wine Young. Winery: Bodegas Altos de Torona. D.O. Rías Baixas. (Galicia) Variety: Albariño,Bodegas Altos de Torona,Bodegas Altos de Torona,Albariño,White wine
143,143,Lustau VORS Palo Cortado,Fortified wine Palo cortado. 30 years in solera. Winery: Lustau. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Lustau,Lustau,Palomino,Fortified wine
144,144,Oloroso Pata de Gallina,Fortified wine Oloroso. Winery: Lustau. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Lustau,Lustau,Palomino,Fortified wine
145,145,Mano a Mano 2016,Red wine Barrel. 6 months in French and American oak barrels. Winery: Mano a Mano. VT Castilla. (Castilla La Mancha) Variety: Tempranillo,Mano a Mano,Mano a Mano,Tempranillo,Red wine
146,146,Taanug Blanco 2017,"White wine Young Kosher. Winery: Pinord. D.O. Penedès. (Catalonia) Variety: Macabeo, Parellada and Xarel·lo.",Pinord,Pinord,Macabeo,White wine
147,147,Lustau VORS Oloroso,Fortified wine Oloroso. Winery: Lustau. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Lustau,Lustau,Palomino,Fortified wine
148,148,Fino La Ina,Fortified wine Fino. 5 years in oak barrels. Winery: Lustau. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Lustau,Lustau,Palomino,Fortified wine
149,149,Vizcarra Torralvo Gran Reserva 2011,Red wine Gran Reserva. 30 months in French oak barrels. Winery: Vizcarra. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino,Vizcarra,Vizcarra,Ti,Red wine
150,150,Rejón 2015,Red wine Barrel. 20 months in oak barrels. Winery: Bodegas Tridente. VT Castilla-León. (Castilla y León) Variety: Tempranillo,Bodegas Tridente,Bodegas Tridente,Tempranillo,Red wine
151,151,F de Fuentespina 2013,Red wine Reserva. 18 months in oak barrels. Winery: Fuentespina. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino,Fuentespina,Fuentespina,Ti,Red wine
152,152,Lustau 3 en Rama Fino de Jerez de la Frontera Saca 2017,Fortified wine Fino. Winery: Lustau. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Lustau,Lustau,Palomino,Fortified wine
153,153,Finca Viñoa Tinto 2015,"Red wine Barrel fermented. Winery: Finca Viñoa. D.O. Ribeiro. (Galicia) Variety: Brancellao, Souson and Caíño Tinto.",Finca Viñoa,Finca Viñoa,Ance,Red wine
154,154,Pontac de Portiles 2010,Red wine Barrel. 20 months in French oak barrels. Winery: Luis Alegre. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta and Tempranillo.,Luis Alegre,Luis Alegre,Garnacha Tinta,Red wine
155,155,Tierras de Cair 2012,Red wine Barrel. 24 months in French oak barrels. Winery: Dominio de Cair. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Dominio de Cair,Dominio de Cair,Tempranillo,Red wine
156,156,Zárate Caiño Tinto 2016,Red wine Barrel. 12 months in French oak barrels used. Winery: Zárate. D.O. Rías Baixas. (Galicia) Variety: Caíño Tinto,Zárate,Zárate,Caíño Tinto,Red wine
157,157,Taanug Tempranillo Crianza 2015,Red wine Barrel Kosher. 12 months in oak barrels. Winery: Pinord. D.O. Penedès. (Catalonia) Variety: Tempranillo,Pinord,Pinord,Tempranillo,Red wine
158,158,"Colosia fino 37,5 cl",Fortified wine Fino. 3 years in solera. Winery: Colosia. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Colosia,Colosia,Palomino,Fortified wine
159,159,Aires de Vendimia Godello 2014,White wine Barrel. 12 months in French oak barrels 500 L. Winery: José Antonio García Viticultor. D.O. Bierzo. (Castilla y León) Variety: Godello,José Antonio García Viticultor,José Antonio García Viticultor,Godello,White wine
160,160,Viña Armijo 12 Liños 2017,White wine Barrel. Winery: Viña Armijo. Cádiz. (Andalusia) Variety: Palomino,Viña Armijo,Viña Armijo,Palomino,White wine
161,161,Alvear Pedro Ximénez 1927,Sweet wine Criaderas and Solera. 5 years in oak barrels. Winery: Alvear. D.O. Montilla-Moriles. (Andalusia) Variety: Pedro Ximénez,Alvear,Alvear,Pedro Ximénez,Sweet wine
162,162,Alvear Fino C.B.,Fortified wine Fino. 48 months in American oak barrels. Winery: Alvear. D.O. Montilla-Moriles. (Andalusia) Variety: Pedro Ximénez,Alvear,Alvear,Pedro Ximénez,Fortified wine
163,163,Alvear Solera Cream,Sweet wine Criaderas and Solera. Winery: Alvear. D.O. Montilla-Moriles. (Andalusia) Variety: Pedro Ximénez,Alvear,Alvear,Pedro Ximénez,Sweet wine
164,164,Sicus Sons Cartoixà 2015,White wine Aged in amphorae Respectful agriculture. months in amphoras. Winery: Sicus. Penedès. (Catalonia) Variety: Xarel·lo,Sicus,Sicus,Xarel·lo,White wine
165,165,La Vigne de Sancho Martín 2015,"Red wine Barrel Respectful agriculture. 12 months in oak barrels. Winery: Mengoba. D.O. Bierzo. (Castilla y León) Variety: Mencía, Godello and Garnacha Tinta.",Mengoba,Mengoba,Garnacha Tinta,Red wine
166,166,Ederra Garnacha 2016,Red wine Young. Winery: Bodegas Bilbaínas. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta,Bodegas Bilbaínas,Bodegas Bilbaínas,Garnacha Tinta,Red wine
167,167,Tanca Els Ulls Macabeu 2017,White wine Aged in amphorae Respectful agriculture. Winery: Celler del Cesc. Terragona. (Catalonia) Variety: Macabeo,Celler del Cesc,Celler del Cesc,Macabeo,White wine
168,168,Alvear Pedro Ximénez Solera 1830,Sweet wine Criaderas and Solera. Winery: Alvear. D.O. Montilla-Moriles. (Andalusia) Variety: Pedro Ximénez,Alvear,Alvear,Pedro Ximénez,Sweet wine
169,169,Viña Tondonia Gran Reserva 1995,"Red wine Gran Reserva. 120 months in American oak barrels. Winery: Viña Tondonia. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano.",Graci,Graci,Garnacha Tinta,Red wine
170,170,Viña Tondonia Blanco Gran Reserva 1996,White wine Gran Reserva. 120 months in oak barrels. Winery: Viña Tondonia. D.O.Ca. Rioja. (La Rioja) Variety: Malvasía and Viura.,Viña Tondonia,Viña Tondonia,Malvasía,White wine
171,171,Galia 2015,Red wine Barrel. 20 months in French oak barrels. Winery: El Regajal. VT Castilla-León. (Castilla y León) Variety: Garnacha Tinta and Tempranillo.,El Regajal,El Regajal,Garnacha Tinta,Red wine
172,172,Granja Remelluri Gran Reserva 2009,"Red wine Gran Reserva. 27 months in different kind of barrels. Winery: Remelluri. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo.",Graci,Graci,Garnacha Tinta,Red wine
173,173,Binifadet Merlot Jove Rosat 2016,Rosé wine Young. Winery: Binifadet. VT Illa de Menorca. (Balearic Islands) Variety: Merlot,Binifadet,Binifadet,Merlot,Rosé wine
174,174,Binifadet Chardonnay 2016,White wine Young. Winery: Binifadet. VT Illa de Menorca. (Balearic Islands) Variety: Chardonnay,Binifadet,Binifadet,Chardonnay,White wine
175,175,Vins Nus Siuralta Gris 2017,White wine Aged in amphorae Natural. 8 months in amphoras. Winery: Vins Nus. D.O. Montsant. (Catalonia) Variety: Garnacha Gris,Vins Nus,Vins Nus,Garnacha Gris,White wine
176,176,Vehemencia 2016,Red wine Respectful agriculture. Winery: Vehemencia. D.O. Bierzo. (Castilla y León) Variety: Mencía,Vehemencia,Vehemencia,Mencía,Red wine
177,177,González Byass Viña AB Amontillado Seco,Fortified wine Amontillado. 8 years in solera. Winery: González Byass. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,González Byass,González Byass,Lado,Fortified wine
178,178,González Byass Palo Cortado Leonor,Fortified wine Palo cortado. 12 years in solera. Winery: González Byass. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,González Byass,González Byass,Palomino,Fortified wine
179,179,La Poda Tinta de Toro 2015,Red wine Barrel. 6 months in oak barrels. Winery: Viña Mayor. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Viña Mayor,Viña Mayor,Ti,Red wine
180,180,La Poda Tempranillo 2015,Red wine Barrel. 6 months in French oak barrels. Winery: Viña Mayor. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Viña Mayor,Viña Mayor,Tempranillo,Red wine
181,181,González Byass Alfonso Oloroso Seco,Fortified wine Oloroso. 8 years in solera. Winery: González Byass. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,González Byass,González Byass,Palomino,Fortified wine
182,182,González Byass Néctar Pedro Ximénez,Sweet wine Criaderas and Solera. 9 years in solera. Winery: González Byass. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Pedro Ximénez,González Byass,González Byass,Pedro Ximénez,Sweet wine
183,183,Casa Castillo Cuvée N Viñas Viejas 2015,Red wine Barrel Respectful agriculture. 19 months in French oak barrels 500 L. Winery: Finca Casa Castillo. D.O. Jumilla. (Murcia) Variety: Monastrell,Finca Casa Castillo,Finca Casa Castillo,Monastrell,Red wine
184,184,Los Arrotos del Pendón 2015,Red wine Barrel. 24 months in French oak barrels used. Winery: Raúl Pérez. D.O. Tierra de León. (Castilla y León) Variety: Prieto Picudo,Raúl Pérez,Raúl Pérez,Prieto Picudo,Red wine
185,185,Valdespino Amontillado Tío Diego,Fortified wine Amontillado. 8 years in solera. Winery: Valdespino. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Valdespino,Valdespino,Lado,Fortified wine
186,186,Valdespino Fino Inocente,Fortified wine Fino. 8 years in solera. Winery: Valdespino. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Valdespino,Valdespino,Palomino,Fortified wine
187,187,Salia de Finca Sandoval 2013,"Red wine Crianza. 11 months in French oak barrels. Winery: Finca Sandoval. D.O. Manchuela. (Castilla La Mancha) Variety: Garnacha Tintorera, Garnacha Tinta and Syrah.",Finca Sandoval,Finca Sandoval,Garnacha Tinta,Red wine
188,188,O Diviso 2015,"Red wine Barrel. 14 months in French oak barrels. Winery: Telmo Rodríguez. D.O. Valdeorras. (Galicia) Variety: Mencía, Caíño Tinto, Other red varieties, Garnacha Tinta, Souson and Mouratón.",Telmo Rodríguez,Telmo Rodríguez,Caíño Tinto,Red wine
189,189,Mahara Amorro 2016,Red wine Young Natural. Winery: Bodega Vinifícate. Cádiz. (Andalusia) Variety: Tempranillo and Tintilla de Rota.,Bodega Vinifícate,Bodega Vinifícate,Tempranillo,Red wine
190,190,La Guita Manzanilla en Rama,Fortified wine Manzanilla. Winery: Bodegas de Hijos de Rainera Pérez Marín. D.O. Manzanilla - Sanlúcar de Barrameda. (Andalusia) Variety: Palomino,Bodegas de Hijos de Rainera Pérez Marín,Bodegas de Hijos de Rainera Pérez Marín,Palomino,Fortified wine
191,191,Valdespino Palo Cortado Viejo CP,Fortified wine Palo cortado. Winery: Valdespino. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Valdespino,Valdespino,Palomino,Fortified wine
192,192,Clunia Syrah 2015,Red wine Barrel. 12 months in French oak barrels. Winery: Clunia. VT Castilla-León. (Castilla y León) Variety: Syrah,Clunia,Clunia,Syrah,Red wine
193,193,Ònix Clàssic Blanc 2017,White wine Young. Winery: Vinícola del Priorat. D.O.Q. Priorat. (Catalonia) Variety: Macabeo and Garnacha Blanca.,LAN,LAN,Garnacha Blanca,White wine
194,194,Labros 2016,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Marañones. D.O. Vinos de Madrid. (Madrid) Variety: Garnacha Tinta,Marañones,Marañones,Garnacha Tinta,Red wine
195,195,Valdespino Isabela Cream,Fortified wine Cream. Winery: Valdespino. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino and Pedro Ximénez.,Valdespino,Valdespino,Palomino,Fortified wine
196,196,Valdespino Deliciosa Manzanilla en Rama,Fortified wine Manzanilla. Winery: Valdespino. D.O. Manzanilla - Sanlúcar de Barrameda. (Andalusia) Variety: Palomino,Valdespino,Valdespino,Palomino,Fortified wine
197,197,Pujanza Añadas Frías 2016,White wine Barrel. 6 months in French oak barrels. Winery: Pujanza. D.O.Ca. Rioja. (La Rioja) Variety: Viura,Pujanza,Pujanza,Viura,White wine
198,198,Garmón 2016,Red wine Barrel. 16 months in French oak barrels. Winery: Continental. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Continental,Continental,Tempranillo,Red wine
199,199,Venta d'Aubert Blanco 2016,"White wine Young. 9 months in French oak barrels. Winery: Venta d'Aubert. VT Bajo Aragón. (Aragón) Variety: Chardonnay, Garnacha Blanca and Viognier.",LAN,LAN,Chardonnay,White wine
200,200,Torres Reserva Real 2013,"Red wine Reserva. 18 months in French, Nevers oak barrels. Winery: Torres. D.O. Penedès. (Catalonia) Variety: Cabernet Sauvignon, Cabernet Franc and Merlot.",Torres,Torres,Cabernet Franc,Red wine
201,201,Valdespino Deliciosa Manzanilla,Fortified wine Manzanilla. 5 years in solera. Winery: Valdespino. D.O. Manzanilla - Sanlúcar de Barrameda. (Andalusia) Variety: Palomino,Valdespino,Valdespino,Palomino,Fortified wine
202,202,Valtosca 2015,Red wine Barrel Respectful agriculture. 9 months in French oak barrels 500 L. Winery: Finca Casa Castillo. D.O. Jumilla. (Murcia) Variety: Syrah,Finca Casa Castillo,Finca Casa Castillo,Syrah,Red wine
203,203,Nit de Nin Mas d'en Caçador 2015,Red wine Barrel. Winery: Ester Nin. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.,Ester Nin,Ester Nin,Cariñena,Red wine
204,204,4 Monos Cariñena 2016,Red wine Crianza. Winery: 4 Monos Viticultores. D.O. Vinos de Madrid. (Madrid) Variety: Cariñena,4 Monos Viticultores,4 Monos Viticultores,Cariñena,Red wine
205,205,Ses Nines Negre 2017,"Red wine Barrel. 5 months in French oak barrels. Winery: Celler Tianna Negre. VT Mallorca. Variety: Cabernet Sauvignon, Manto Negro and Callet.",Celler Tianna Negre,Celler Tianna Negre,Cabernet Sauvignon,Red wine
206,206,Finca Olivardots Vermell 2015,"Red wine Barrel Organic. 10 months in French oak barrels. Winery: Vinyes d'Olivardots. D.O. Empordà. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena.",Vinyes d'Olivardots,Vinyes d'Olivardots,Cabernet Sauvignon,Red wine
207,207,Pingus 2014,Red wine Barrel. Winery: Dominio de Pingus. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Dominio de Pingus,Dominio de Pingus,Tempranillo,Red wine
208,208,CM Prestigio by Carlos Moro 2015,Red wine Barrel. 18 months in French and American oak barrels. Winery: Carlos Moro. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Carlos Moro,Carlos Moro,Tempranillo,Red wine
209,209,Corta y Raspa La Atalaya 2017,White wine Barrel. Winery: Mayeteria Sanluqueña. Sanlúcar de Barrameda. (Andalusia) Variety: Palomino,Mayeteria Sanluqueña,Mayeteria Sanluqueña,Palomino,White wine
210,210,Corta y Raspa Casabon 2017,White wine Barrel. Winery: Mayeteria Sanluqueña. Sanlúcar de Barrameda. (Andalusia) Variety: Palomino,Mayeteria Sanluqueña,Mayeteria Sanluqueña,Palomino,White wine
211,211,Viña Muriel Reserva Blanco 2013,White wine Reserva. Winery: Muriel. D.O.Ca. Rioja. (La Rioja),Muriel,Muriel,0,White wine
212,212,Jordi Llorens Blan d'Angera 2017,White wine Aged in amphorae Natural. Winery: Celler Jordi Llorens. Conca de Barberà. (Catalonia) Variety: Macabeo and Moscatel.,Celler Jordi Llorens,Celler Jordi Llorens,Macabeo,White wine
213,213,Cyan Prestigio 2005,Red wine Barrel. 18 months in French oak barrels. Winery: Cyan. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Cyan,Cyan,Ti,Red wine
214,214,Matarromera Blanco Fermentado en Barrica 2016,White wine Barrel. 6 months in French oak barrels. Winery: Matarromera. D.O. Ribera del Duero. (Castilla y León) Variety: Verdejo,Matarromera,Matarromera,Ti,White wine
