,name,description
170,Viña Tondonia Blanco Gran Reserva 1996,White wine Gran Reserva. 120 months in oak barrels. Winery: Viña Tondonia. D.O.Ca. Rioja. (La Rioja) Variety: Malvasía and Viura.
171,Galia 2015,Red wine Barrel. 20 months in French oak barrels. Winery: El Regajal. VT Castilla-León. (Castilla y León) Variety: Garnacha Tinta and Tempranillo.
172,Granja Remelluri Gran Reserva 2009,"Red wine Gran Reserva. 27 months in different kind of barrels. Winery: Remelluri. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo."
173,Binifadet Merlot Jove Rosat 2016,Rosé wine Young. Winery: Binifadet. VT Illa de Menorca. (Balearic Islands) Variety: Merlot
174,Binifadet Chardonnay 2016,White wine Young. Winery: Binifadet. VT Illa de Menorca. (Balearic Islands) Variety: Chardonnay
175,Vins Nus Siuralta Gris 2017,White wine Aged in amphorae Natural. 8 months in amphoras. Winery: Vins Nus. D.O. Montsant. (Catalonia) Variety: Garnacha Gris
176,Vehemencia 2016,Red wine Respectful agriculture. Winery: Vehemencia. D.O. Bierzo. (Castilla y León) Variety: Mencía
177,González Byass Viña AB Amontillado Seco,Fortified wine Amontillado. 8 years in solera. Winery: González Byass. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino
178,González Byass Palo Cortado Leonor,Fortified wine Palo cortado. 12 years in solera. Winery: González Byass. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino
179,La Poda Tinta de Toro 2015,Red wine Barrel. 6 months in oak barrels. Winery: Viña Mayor. D.O. Toro. (Castilla y León) Variety: Tinta de Toro
180,La Poda Tempranillo 2015,Red wine Barrel. 6 months in French oak barrels. Winery: Viña Mayor. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
181,González Byass Alfonso Oloroso Seco,Fortified wine Oloroso. 8 years in solera. Winery: González Byass. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino
182,González Byass Néctar Pedro Ximénez,Sweet wine Criaderas and Solera. 9 years in solera. Winery: González Byass. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Pedro Ximénez
183,Casa Castillo Cuvée N Viñas Viejas 2015,Red wine Barrel Respectful agriculture. 19 months in French oak barrels 500 L. Winery: Finca Casa Castillo. D.O. Jumilla. (Murcia) Variety: Monastrell
184,Los Arrotos del Pendón 2015,Red wine Barrel. 24 months in French oak barrels used. Winery: Raúl Pérez. D.O. Tierra de León. (Castilla y León) Variety: Prieto Picudo
185,Valdespino Amontillado Tío Diego,Fortified wine Amontillado. 8 years in solera. Winery: Valdespino. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino
186,Valdespino Fino Inocente,Fortified wine Fino. 8 years in solera. Winery: Valdespino. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino
187,Salia de Finca Sandoval 2013,"Red wine Crianza. 11 months in French oak barrels. Winery: Finca Sandoval. D.O. Manchuela. (Castilla La Mancha) Variety: Garnacha Tintorera, Garnacha Tinta and Syrah."
188,O Diviso 2015,"Red wine Barrel. 14 months in French oak barrels. Winery: Telmo Rodríguez. D.O. Valdeorras. (Galicia) Variety: Mencía, Caíño Tinto, Other red varieties, Garnacha Tinta, Souson and Mouratón."
189,Mahara Amorro 2016,Red wine Young Natural. Winery: Bodega Vinifícate. Cádiz. (Andalusia) Variety: Tempranillo and Tintilla de Rota.
190,La Guita Manzanilla en Rama,Fortified wine Manzanilla. Winery: Bodegas de Hijos de Rainera Pérez Marín. D.O. Manzanilla - Sanlúcar de Barrameda. (Andalusia) Variety: Palomino
191,Valdespino Palo Cortado Viejo CP,Fortified wine Palo cortado. Winery: Valdespino. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino
192,Clunia Syrah 2015,Red wine Barrel. 12 months in French oak barrels. Winery: Clunia. VT Castilla-León. (Castilla y León) Variety: Syrah
193,Ònix Clàssic Blanc 2017,White wine Young. Winery: Vinícola del Priorat. D.O.Q. Priorat. (Catalonia) Variety: Macabeo and Garnacha Blanca.
194,Labros 2016,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Marañones. D.O. Vinos de Madrid. (Madrid) Variety: Garnacha Tinta
195,Valdespino Isabela Cream,Fortified wine Cream. Winery: Valdespino. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino and Pedro Ximénez.
196,Valdespino Deliciosa Manzanilla en Rama,Fortified wine Manzanilla. Winery: Valdespino. D.O. Manzanilla - Sanlúcar de Barrameda. (Andalusia) Variety: Palomino
197,Pujanza Añadas Frías 2016,White wine Barrel. 6 months in French oak barrels. Winery: Pujanza. D.O.Ca. Rioja. (La Rioja) Variety: Viura
198,Garmón 2016,Red wine Barrel. 16 months in French oak barrels. Winery: Continental. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
199,Venta d'Aubert Blanco 2016,"White wine Young. 9 months in French oak barrels. Winery: Venta d'Aubert. VT Bajo Aragón. (Aragón) Variety: Chardonnay, Garnacha Blanca and Viognier."
200,Torres Reserva Real 2013,"Red wine Reserva. 18 months in French, Nevers oak barrels. Winery: Torres. D.O. Penedès. (Catalonia) Variety: Cabernet Sauvignon, Cabernet Franc and Merlot."
201,Valdespino Deliciosa Manzanilla,Fortified wine Manzanilla. 5 years in solera. Winery: Valdespino. D.O. Manzanilla - Sanlúcar de Barrameda. (Andalusia) Variety: Palomino
202,Valtosca 2015,Red wine Barrel Respectful agriculture. 9 months in French oak barrels 500 L. Winery: Finca Casa Castillo. D.O. Jumilla. (Murcia) Variety: Syrah
203,Nit de Nin Mas d'en Caçador 2015,Red wine Barrel. Winery: Ester Nin. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.
204,4 Monos Cariñena 2016,Red wine Crianza. Winery: 4 Monos Viticultores. D.O. Vinos de Madrid. (Madrid) Variety: Cariñena
205,Ses Nines Negre 2017,"Red wine Barrel. 5 months in French oak barrels. Winery: Celler Tianna Negre. VT Mallorca. Variety: Cabernet Sauvignon, Manto Negro and Callet."
206,Finca Olivardots Vermell 2015,"Red wine Barrel Organic. 10 months in French oak barrels. Winery: Vinyes d'Olivardots. D.O. Empordà. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena."
207,Pingus 2014,Red wine Barrel. Winery: Dominio de Pingus. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
208,CM Prestigio by Carlos Moro 2015,Red wine Barrel. 18 months in French and American oak barrels. Winery: Carlos Moro. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
209,Corta y Raspa La Atalaya 2017,White wine Barrel. Winery: Mayeteria Sanluqueña. Sanlúcar de Barrameda. (Andalusia) Variety: Palomino
210,Corta y Raspa Casabon 2017,White wine Barrel. Winery: Mayeteria Sanluqueña. Sanlúcar de Barrameda. (Andalusia) Variety: Palomino
211,Viña Muriel Reserva Blanco 2013,White wine Reserva. Winery: Muriel. D.O.Ca. Rioja. (La Rioja)
212,Jordi Llorens Blan d'Angera 2017,White wine Aged in amphorae Natural. Winery: Celler Jordi Llorens. Conca de Barberà. (Catalonia) Variety: Macabeo and Moscatel.
213,Cyan Prestigio 2005,Red wine Barrel. 18 months in French oak barrels. Winery: Cyan. D.O. Toro. (Castilla y León) Variety: Tinta de Toro
214,Matarromera Blanco Fermentado en Barrica 2016,White wine Barrel. 6 months in French oak barrels. Winery: Matarromera. D.O. Ribera del Duero. (Castilla y León) Variety: Verdejo
215,Raúl Pérez Vino de Familia Cebreros 2014,Red wine Barrel Respectful agriculture. 18 months in French oak barrels used. Winery: Viñedos del Jorco. VT Castilla-León. (Castilla y León) Variety: Garnacha Tinta
216,Muss 2016,"Red wine Barrel. 6 months in French oak barrels 500 L. Winery: Bodegas Muss. D.O. Vinos de Madrid. (Madrid) Variety: Cabernet Sauvignon, Tempranillo, Syrah and Merlot."
217,Blanc Pescador Premium,White wine Barrel. Winery: Castillo de Perelada. Empordà. (Catalonia) Variety: Chardonnay and Xarel·lo.
218,Lustau Pedro Ximénez San Emilio,Sweet wine Criaderas and Solera. 12 years in oak barrels. Winery: Lustau. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Pedro Ximénez
219,El Tractorista 2015,Red wine Barrel. 5 months in oak barrels. Winery: Family Owned Wineries. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta and Tempranillo.
220,Vega Sicilia Único 2005,Red wine Gran Reserva Respectful agriculture. 7 years in french oak barrels. Winery: Vega Sicilia. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon and Tinto Fino.
221,Enate Reserva Especial 2006,Red wine Reserva Respectful agriculture. 18 months in French oak barrels and 24 months in bottle. Winery: Enate. D.O. Somontano. (Aragón) Variety: Cabernet Sauvignon and Merlot.
222,UBE Carrascal 2016,White wine Barrel. 20 months in sherry oak barrels. Winery: Cota 45. VT Cádiz. (Andalusia) Variety: Palomino
223,Legado de Farro Godello 2017,White wine Young. Winery: Vinos de Arganza. D.O. Bierzo. (Castilla y León) Variety: Godello
224,Silencio de Miros 2014,Red wine Barrel. 12 months in French oak barrels. Winery: Peñafiel. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
225,Culmen Reserva 2011,"Red wine Reserva. 12 months in French oak barrels. Winery: LAN. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
226,4 Monos Tinto 2015,"Red wine Barrel Respectful agriculture. Winery: 4 Monos Viticultores. D.O. Vinos de Madrid. (Madrid) Variety: Syrah, Cariñena and Garnacha Tinta."
227,Bernardo Estevéz Issué 2014,"White wine Barrel Biodinámico. 9 months in French oak barrels 500 L. Winery: Bernardo Estevéz. D.O. Ribeiro. (Galicia) Variety: Loureira Blanca, Godello, Lado, Treixadura, Other White varieties and Albillo."
228,Yllera 9 meses,Red wine Barrel. 9 months in oak barrels. Winery: Yllera. VT Castilla-León. (Castilla y León) Variety: Tempranillo
229,Jesús Yllera 2015,"Red wine Barrel. 12 months in French oak barrels. Winery: Yllera. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon, Merlot and Tempranillo."
230,El Velado 2015,"Red wine Barrel Organic. 15 months in French oak barrels 500 L. Winery: Bodega Lanzaga. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Other White varieties and Tempranillo."
231,Pujanza Norte 2014,Red wine Barrel. 18 months in French oak barrels. Winery: Pujanza. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Other red varieties.
232,Quatro Pagos 2009,"Red wine Reserva. 15 months in French oak barrels. Winery: Maetierra. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo."
233,Damana Crianza Magnum 2014,Red wine Crianza. 12 months in French and American oak barrels. Winery: Tábula. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
234,Durona Parellada 2016,White wine Young. 4 months in jar. Winery: Heretat Mont Rubí. D.O. Penedès. (Catalonia) Variety: Parellada
235,Real de Asúa 2015,Red wine Barrel. 18 months in French oak barrels. Winery: CVNE. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
236,Viña Muriel Reserva 2014,Red wine Reserva. 24 months in French and American oak barrels. Winery: Muriel. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
237,Emilio Valerio Viña de San Martín 2013,Red wine Crianza. Winery: Emilio Valerio. D.O. Navarra. (Navarra) Variety: Garnacha Tinta and Tempranillo.
238,Zerrán 2014,"Red wine Barrel. 10 months in French oak barrels used. Winery: Jorge Ordoñez. D.O. Montsant. (Catalonia) Variety: Syrah, Mazuela and Garnacha Tinta."
239,Etern 2015,"Red wine Reserva. 12 months in French, Allier oak barrels. Winery: Ritme. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena."
240,Viña Pomal Tempranillo Blanco Reserva 2014,White wine Reserva. 12 months in French and American oak barrels and 12 months in bottle. Winery: Bodegas Bilbaínas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo Blanco
241,Sonsierra Reserva 2013,Red wine Reserva. 12 months in French and American oak barrels. Winery: Bodegas Sonsierra. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
242,Victoria Diez-Caballero Reserva 2010,Red wine Reserva. 12 months in French oak barrels. Winery: Diez-Caballero. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
243,Scala Dei Masdeu 2013,Red wine Barrel. 12 months in foudres. Winery: Scala Dei. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta
244,Beronia Blanco Fermentado en Barrica 2014,White wine Barrel fermented. 4 months in French oak barrels. Winery: Beronia. D.O.Ca. Rioja. (La Rioja) Variety: Viura
245,Avante 2014,Red wine Barrel. 22 months in French and American oak barrels. Winery: Jorge Ordoñez. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
246,Hacienda Solano Finca Cascorrales 2014,Red wine Barrel. 18 months in French oak barrels. Winery: Bodega Hacienda Solano. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
247,Manda Huevos Tinto 2016,Red wine Aged on its lees. Winery: El Escocés Volante. Calatayud. (Aragón) Variety: Garnacha Tinta and Garnacha Blanca.
248,Viña Pomal Centenario Reserva 2014,Red wine Reserva. 18 months in American oak barrels. Winery: Bodegas Bilbaínas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
249,Malleolus Magnum 2015,"Red wine Barrel Respectful agriculture. 18 months in French, Allier oak barrels. Winery: Emilio Moro. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino"
250,Puiggròs Signes 2013,Red wine Barrel Respectful agriculture. 10 months in French oak barrels. Winery: Puiggròs. D.O. Catalunya. (Catalonia) Variety: Garnacha Tinta and Sumoll.
251,La Cueva del Contador 2015,Red wine Barrel Respectful agriculture. 18 months in French oak barrels. Winery: Contador. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
252,Carmelo Rodero Crianza (3L) 2016,Red wine Crianza. 15 months in French and American oak barrels. Winery: Rodero. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon and Tempranillo.
253,Contador 2015,"Red wine Barrel Respectful agriculture. 18 months in French oak barrels. Winery: Contador. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
254,Venta Morales Orgánico 2016,Red wine Barrel Organic. 6 months in French oak barrels. Winery: Volver. D.O. La Mancha. (Castilla La Mancha) Variety: Tempranillo
255,Dominio Romano 2015,Red wine Barrel Respectful agriculture. 13 months in French and Hungarian oak barrels. Winery: Dominio Romano. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
256,El Grifo Listán Negro 2017,Red wine Young. Winery: El Grifo. D.O. Lanzarote. (Canary Islands) Variety: Listan negro
257,Ossian Verdling Dulce 2016,Sweet wine Young. Winery: Ossian. VT Castilla-León. (Castilla y León) Variety: Verdejo
258,Losares 2016,"Red wine Barrel Respectful agriculture. 12 months in French oak barrels 500 L. Winery: Olivier Riviere. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
259,Coto de Gomariz Colleita Seleccionada 2015,"White wine Barrel Respectful agriculture. Winery: Coto de Gomariz. D.O. Ribeiro. (Galicia) Variety: Albariño, Treixadura, Other White varieties, Loureira Blanca, Godello and Lado."
260,Palell 2013,Red wine Crianza Respectful agriculture. 12 months in French oak barrels. Winery: Orto Vins. D.O. Montsant. (Catalonia) Variety: Garnacha Peluda
261,Las Viñas de Eusebio 2016,Red wine Barrel Respectful agriculture. 16 months in French oak barrels. Winery: Olivier Riviere. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
262,Conde de los Andes Tinto 2015,Red wine Barrel. 14 months in French oak barrels and 12 months in bottle. Winery: Ollauri. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
263,Fincas de Ganuza Reserva 2013,Red wine Reserva. 25 months in French and American oak barrels. Winery: Remírez de Ganuza. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
264,Clos Martinet 2015,"Red wine Crianza Organic. 22 months in a concrete vats. Winery: Mas Martinet. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Cariñena, Syrah and Merlot."
265,Marqués de Griñon Petit Verdot 2013,"Red wine Crianza. 12 months in French, Allier oak barrels. Winery: Marqués de Griñón. V.P. Dominio de Valdepusa. (Castilla La Mancha) Variety: Petit Verdot"
266,Viñas del Cadastro 2015,Red wine Crianza Organic. 19 months in oak barrels. Winery: Olivier Riviere. D.O. Arlanza. (Castilla y León) Variety: Garnacha Tinta and Tempranillo.
267,Dominio del Águila Canta la Perdiz 2015,"Red wine Barrel Respectful agriculture. 30 months in oak barrels. Winery: Dominio del Águila. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo, Other red varieties and Other White varieties."
268,Coto de Imaz Gran Reserva 2012,Red wine Gran Reserva. 24 months in French and American oak barrels. Winery: El Coto de Rioja. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
269,Beronia Reserva Magnum 2013,"Red wine Reserva. 20 months in French and American oak barrels. Winery: Beronia. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
270,Mahara 2015,Red wine Barrel Natural. 7 months in French oak barrels. Winery: Bodega Vinifícate. Cádiz. (Andalusia) Variety: Tintilla de Rota
271,Hiru 3 Racimos 2010,Red wine Barrel. 24 months in French oak barrels. Winery: Luis Cañas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
272,Rioja Vega Tempranillo Blanco Reserva 2015,White wine Reserva. 14 months in French oak barrels. Winery: Rioja Vega. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo Blanco
273,Venta la Ossa Tempranillo 2016,Red wine Crianza. 12 months in French oak barrels. Winery: Mano a Mano. VT Castilla. (Castilla La Mancha) Variety: Cencíbel
274,Torre de Golbán Crianza 2016,Red wine Crianza Respectful agriculture. 12 months in French oak barrels. Winery: Dominio de Atauta. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
275,Viña Pomal Garnacha 2015,Red wine Barrel. 10 months in French and American oak barrels. Winery: Bodegas Bilbaínas. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta
276,Herencia Altés La Peluda 2016,Red wine Barrel Respectful agriculture. 10 months in French oak barrels 500 L. Winery: Herencia Altés. D.O. Terra Alta. (Catalonia) Variety: Garnacha Peluda
277,Martin Faixó Cadac 2008,"Red wine Reserva. 12 months in French, Allier oak barrels. Winery: Martin Faixó. D.O. Empordà. (Catalonia) Variety: Cabernet Sauvignon and Garnacha Tinta."
278,Clàssic Pascona 2016,Red wine Barrel. 9 months in French oak barrels. Winery: Celler Pascona. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta and Cariñena.
279,Verónica Ortega VO Versión Original 2016,Red wine Barrel Respectful agriculture. 12 months in amphoras. Winery: Verónica Ortega. D.O. Bierzo. (Castilla y León) Variety: Mencía
